metadata	chunk_size	en_wordcount	gr_wordcount
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;17	12.873170731707317	12	9
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;18	12.873170731707317	27	18
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;19	12.873170731707317	18	10
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;20	12.873170731707317	9	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;21	12.873170731707317	19	15
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;22	12.873170731707317	10	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;23	12.873170731707317	13	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;24	12.873170731707317	7	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;25	12.873170731707317	46	30
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;26	12.873170731707317	46	25
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;27	12.873170731707317	9	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;28	12.873170731707317	28	17
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;29	12.873170731707317	16	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;30	12.873170731707317	18	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;31	12.873170731707317	12	10
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;32	12.873170731707317	8	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;33	12.873170731707317	12	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;34	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;35	12.873170731707317	7	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;36	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;37	12.873170731707317	13	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;38	12.873170731707317	8	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;39	12.873170731707317	11	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;40	12.873170731707317	9	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;41	12.873170731707317	11	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;42	12.873170731707317	9	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;43	12.873170731707317	9	4
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;44	12.873170731707317	7	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;45	12.873170731707317	10	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;46	12.873170731707317	10	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;47	12.873170731707317	8	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;48	12.873170731707317	11	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;49	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;50	12.873170731707317	11	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;51	12.873170731707317	8	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;52	12.873170731707317	11	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;53	12.873170731707317	12	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;54	12.873170731707317	7	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;55	12.873170731707317	7	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;56	12.873170731707317	10	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;57	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;58	12.873170731707317	8	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;59	12.873170731707317	10	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;60	12.873170731707317	14	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;61	12.873170731707317	10	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;62	12.873170731707317	9	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;63	12.873170731707317	8	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;64	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;65	12.873170731707317	12	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;66	12.873170731707317	9	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;67	12.873170731707317	12	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;68	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;69	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;70	12.873170731707317	12	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;71	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;72	12.873170731707317	12	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;73	12.873170731707317	11	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;74	12.873170731707317	12	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;75	12.873170731707317	11	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;76	12.873170731707317	12	10
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;77	12.873170731707317	9	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;78	12.873170731707317	11	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;79	12.873170731707317	12	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;80	12.873170731707317	11	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;81	12.873170731707317	16	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;82	12.873170731707317	2	1
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;83	12.873170731707317	8	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;84	12.873170731707317	5	3
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;85	12.873170731707317	7	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;86	12.873170731707317	11	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;87	12.873170731707317	9	9
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;88	12.873170731707317	8	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;89	12.873170731707317	10	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;90	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;91	12.873170731707317	9	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;92	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;93	12.873170731707317	24	13
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;94	12.873170731707317	51	30
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;95	12.873170731707317	30	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;96	12.873170731707317	9	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;97	12.873170731707317	9	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;98	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;99	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;100	12.873170731707317	5	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;101	12.873170731707317	37	30
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;102	12.873170731707317	29	16
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;103	12.873170731707317	16	10
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;104	12.873170731707317	30	17
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;105	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;106	12.873170731707317	11	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;107	12.873170731707317	9	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;108	12.873170731707317	9	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;109	12.873170731707317	12	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;110	12.873170731707317	23	16
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;111	12.873170731707317	33	17
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;112	12.873170731707317	21	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;113	12.873170731707317	46	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;114	12.873170731707317	23	16
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;115	12.873170731707317	18	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;116	12.873170731707317	5	4
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;117	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;118	12.873170731707317	7	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;119	12.873170731707317	14	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;120	12.873170731707317	10	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;121	12.873170731707317	8	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;122	12.873170731707317	46	35
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;123	12.873170731707317	20	14
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;124	12.873170731707317	11	4
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;125	12.873170731707317	10	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;126	12.873170731707317	14	9
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;127	12.873170731707317	12	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;128	12.873170731707317	36	22
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;129	12.873170731707317	44	27
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;130	12.873170731707317	11	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;131	12.873170731707317	30	23
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;132	12.873170731707317	51	31
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;133	12.873170731707317	28	21
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;134	12.873170731707317	16	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;135	12.873170731707317	49	32
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;136	12.873170731707317	12	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;137	12.873170731707317	4	4
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;138	12.873170731707317	5	2
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;139	12.873170731707317	18	22
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;140	12.873170731707317	46	33
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;141	12.873170731707317	30	24
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;142	12.873170731707317	17	10
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;143	12.873170731707317	23	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;144	12.873170731707317	27	16
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;145	12.873170731707317	20	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;146	12.873170731707317	9	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;147	12.873170731707317	18	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;148	12.873170731707317	52	32
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;149	12.873170731707317	42	31
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;150	12.873170731707317	50	31
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;151	12.873170731707317	50	27
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;152	12.873170731707317	48	31
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;153	12.873170731707317	23	17
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;154	12.873170731707317	29	14
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;155	12.873170731707317	8	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;156	12.873170731707317	36	25
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;157	12.873170731707317	45	37
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;158	12.873170731707317	42	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;159	12.873170731707317	42	33
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;160	12.873170731707317	54	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;161	12.873170731707317	44	33
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;162	12.873170731707317	19	13
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;163	12.873170731707317	23	17
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;164	12.873170731707317	45	33
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;165	12.873170731707317	21	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;166	12.873170731707317	32	21
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;167	12.873170731707317	6	4
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;168	12.873170731707317	18	16
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;169	12.873170731707317	14	10
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;170	12.873170731707317	36	20
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;171	12.873170731707317	29	15
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;172	12.873170731707317	15	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;173	12.873170731707317	11	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;174	12.873170731707317	14	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;175	12.873170731707317	8	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;176	12.873170731707317	21	16
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;177	12.873170731707317	43	24
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;178	12.873170731707317	47	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;179	12.873170731707317	42	30
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;180	12.873170731707317	49	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;181	12.873170731707317	33	25
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;182	12.873170731707317	11	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;183	12.873170731707317	43	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;184	12.873170731707317	45	29
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;185	12.873170731707317	44	32
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;186	12.873170731707317	51	33
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;187	12.873170731707317	58	30
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;188	12.873170731707317	17	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;189	12.873170731707317	13	19
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;190	12.873170731707317	14	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;191	12.873170731707317	21	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;192	12.873170731707317	16	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;193	12.873170731707317	21	11
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;194	12.873170731707317	9	5
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;195	12.873170731707317	10	8
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;196	12.873170731707317	39	24
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;197	12.873170731707317	53	31
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;198	12.873170731707317	45	20
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;199	12.873170731707317	12	6
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;200	12.873170731707317	35	17
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;201	12.873170731707317	30	18
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;202	12.873170731707317	14	7
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;203	12.873170731707317	20	12
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;204	12.873170731707317	10	4
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;205	12.873170731707317	36	21
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;206	12.873170731707317	33	18
urn:cts:greekLit:tlg0006.tlg001;Euripides;The Cyclops;tlg0006.tlg001.perseus-eng2;207	12.873170731707317	22	11
